person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
31,male,Bachelor,25363,9,OWN,5000,VENTURE,11.83,0.2,5,718,Yes,0
28,male,Bachelor,24947,9,MORTGAGE,5000,HOMEIMPROVEMENT,8.59,0.2,7,544,Yes,0
30,male,Bachelor,63983,5,RENT,20000,HOMEIMPROVEMENT,10.37,0.31,7,580,No,0
33,female,High School,64731,11,RENT,20000,PERSONAL,13.04,0.31,10,567,No,0
28,male,Bachelor,65671,5,RENT,20000,MEDICAL,7.9,0.3,8,674,No,0
32,male,High School,65714,8,RENT,20000,VENTURE,11.11,0.3,7,653,No,0
27,male,High School,65761,4,RENT,20000,MEDICAL,10.99,0.3,8,599,No,0
35,female,High School,67135,13,RENT,20000,HOMEIMPROVEMENT,6.62,0.3,9,651,No,0
27,female,Master,66667,6,RENT,20000,DEBTCONSOLIDATION,13.48,0.3,9,629,No,0
32,female,Bachelor,66945,10,RENT,20000,VENTURE,11.83,0.3,7,630,No,0
27,male,Master,68532,3,RENT,20000,HOMEIMPROVEMENT,12.18,0.29,10,691,No,0
28,male,Master,69211,3,RENT,20000,DEBTCONSOLIDATION,11.71,0.29,6,701,No,0
33,male,Master,69450,12,RENT,20000,MEDICAL,12.53,0.29,10,697,No,0
28,male,Bachelor,62612,8,RENT,20000,DEBTCONSOLIDATION,15.65,0.32,8,679,No,0
29,male,Associate,70604,9,RENT,20000,EDUCATION,9.91,0.28,10,623,No,0
30,male,Master,70643,6,RENT,20000,PERSONAL,14.72,0.28,5,696,No,0
31,male,Master,71976,6,RENT,20000,DEBTCONSOLIDATION,7.51,0.28,10,682,No,0
28,male,Bachelor,73267,3,RENT,20000,PERSONAL,10.99,0.27,10,550,No,0
30,female,Bachelor,65862,10,RENT,20000,DEBTCONSOLIDATION,14.84,0.3,9,619,No,0
27,male,High School,73061,7,RENT,20000,EDUCATION,10.99,0.27,6,606,No,0
27,male,High School,65986,4,RENT,20000,PERSONAL,16,0.3,6,585,No,0
27,female,Bachelor,73032,3,RENT,20000,VENTURE,12.21,0.27,5,692,No,0
27,female,Bachelor,72786,9,RENT,20000,VENTURE,10.51,0.27,7,711,No,0
34,female,Bachelor,25786,12,MORTGAGE,3300,MEDICAL,13.06,0.13,10,599,Yes,0
28,female,Bachelor,25379,6,MORTGAGE,2075,EDUCATION,7.88,0.08,8,635,No,0
28,male,Bachelor,67916,5,RENT,20000,EDUCATION,18.25,0.29,6,654,No,0
28,female,Bachelor,67987,7,RENT,20000,MEDICAL,18.62,0.29,7,692,No,0
31,male,Associate,25859,7,OWN,11000,MEDICAL,11.03,0.43,10,673,No,0
31,female,High School,25491,9,MORTGAGE,1000,HOMEIMPROVEMENT,6.76,0.04,6,598,Yes,0
33,male,Bachelor,25909,11,OWN,6250,HOMEIMPROVEMENT,14.84,0.24,7,664,Yes,0
28,female,High School,76733,5,RENT,20000,VENTURE,14.61,0.26,9,561,No,0
29,female,Bachelor,78870,6,RENT,20000,HOMEIMPROVEMENT,8.9,0.25,10,641,No,0
31,male,Associate,78875,11,RENT,20000,VENTURE,10.65,0.25,8,633,No,0
27,male,Master,78884,8,RENT,20000,VENTURE,11.01,0.25,5,608,No,0
30,male,Bachelor,78995,10,RENT,20000,HOMEIMPROVEMENT,11.99,0.25,8,675,No,0
35,male,Master,26415,14,OWN,7000,MEDICAL,10.62,0.27,8,718,Yes,0
32,male,Associate,78839,8,RENT,20000,VENTURE,13.8,0.25,6,596,No,0
34,male,Master,79222,12,RENT,20000,HOMEIMPROVEMENT,6.54,0.25,5,692,No,0
29,male,Associate,71350,5,RENT,20000,VENTURE,20,0.28,5,724,No,0
32,female,Associate,80383,11,RENT,20000,HOMEIMPROVEMENT,8.9,0.25,9,573,No,0
27,male,Bachelor,80180,5,RENT,20000,DEBTCONSOLIDATION,10.62,0.25,9,708,No,0
34,female,Bachelor,81480,13,RENT,20000,EDUCATION,11.71,0.25,9,672,No,0
27,male,Bachelor,81493,8,RENT,20000,HOMEIMPROVEMENT,14.26,0.25,10,641,Yes,0
34,male,Master,81704,12,RENT,20000,VENTURE,11.01,0.24,5,658,Yes,0
30,female,Associate,76608,4,RENT,20000,PERSONAL,13.92,0.26,9,604,No,0
34,male,High School,85221,12,RENT,20000,PERSONAL,11.01,0.23,9,530,Yes,0
27,female,Bachelor,84921,2,RENT,20000,MEDICAL,11.01,0.24,5,625,Yes,0
29,female,Bachelor,84859,7,RENT,20000,MEDICAL,13.85,0.24,5,662,No,0
27,female,Master,85371,8,RENT,20000,EDUCATION,11.48,0.23,9,713,No,0
28,male,Master,87325,9,RENT,20000,DEBTCONSOLIDATION,11.48,0.23,6,686,No,0
34,male,High School,87519,11,RENT,20000,DEBTCONSOLIDATION,11.01,0.23,6,681,Yes,0
27,male,High School,87303,3,RENT,20000,VENTURE,8.9,0.23,5,663,Yes,0
27,male,Associate,87233,3,RENT,20000,HOMEIMPROVEMENT,9.25,0.23,10,693,Yes,0
28,male,High School,68218,4,RENT,20000,MEDICAL,14.59,0.29,5,554,No,0
34,male,Bachelor,87607,13,RENT,20000,VENTURE,11.89,0.23,10,735,No,0
27,male,Master,79904,4,RENT,20000,PERSONAL,12.21,0.25,5,694,No,0
30,male,Bachelor,87362,7,RENT,20000,EDUCATION,13.79,0.23,7,579,Yes,0
28,female,High School,89505,8,RENT,20000,PERSONAL,9.96,0.22,7,637,No,0
28,female,Master,91294,4,RENT,20000,HOMEIMPROVEMENT,13.49,0.22,5,573,Yes,0
27,male,Bachelor,91263,4,RENT,20000,DEBTCONSOLIDATION,13.49,0.22,7,639,No,0
28,male,High School,71347,9,RENT,20000,MEDICAL,10.59,0.28,8,697,No,0
27,male,Associate,91385,2,RENT,20000,HOMEIMPROVEMENT,11.01,0.22,6,654,Yes,0
35,male,Bachelor,83607,15,RENT,20000,VENTURE,13.49,0.24,5,545,No,0
30,male,Doctorate,83837,8,RENT,20000,VENTURE,17.14,0.24,7,672,No,0
28,male,Bachelor,91008,5,RENT,20000,HOMEIMPROVEMENT,11.11,0.22,7,658,Yes,0
29,female,Master,90941,11,RENT,20000,VENTURE,6.54,0.22,9,696,No,0
27,male,Master,26588,7,MORTGAGE,2100,HOMEIMPROVEMENT,11.12,0.08,7,608,Yes,0
29,male,High School,26418,8,MORTGAGE,7750,EDUCATION,7.51,0.29,10,648,No,0
27,male,Bachelor,91071,3,RENT,20000,MEDICAL,11.83,0.22,10,562,Yes,0
30,male,Bachelor,91191,8,RENT,20000,MEDICAL,12.18,0.22,7,579,Yes,0
28,male,Bachelor,91118,6,RENT,20000,HOMEIMPROVEMENT,13.16,0.22,9,657,Yes,0
27,female,High School,26866,6,OWN,4200,PERSONAL,7.49,0.16,6,657,Yes,0
30,female,Bachelor,93321,12,RENT,20000,VENTURE,12.42,0.21,8,660,Yes,0
29,female,Bachelor,94217,9,RENT,20000,DEBTCONSOLIDATION,11.11,0.21,9,716,No,0
28,male,Associate,94602,6,RENT,20000,HOMEIMPROVEMENT,11.48,0.21,5,670,No,0
27,male,Associate,87380,3,RENT,20000,HOMEIMPROVEMENT,13.22,0.23,9,598,No,0
28,male,Bachelor,26912,5,OWN,8000,HOMEIMPROVEMENT,11.49,0.3,5,570,No,0
31,male,Bachelor,88435,7,RENT,20000,HOMEIMPROVEMENT,15.05,0.23,5,684,No,0
28,female,Master,96670,5,RENT,20000,PERSONAL,13.92,0.21,7,628,No,0
27,male,Associate,96894,6,RENT,20000,PERSONAL,7.49,0.21,9,630,Yes,0
35,male,High School,96864,11,RENT,20000,DEBTCONSOLIDATION,13.98,0.21,7,622,Yes,0
32,female,Master,100509,10,RENT,20000,PERSONAL,14.38,0.2,10,672,No,0
27,female,Associate,26800,7,OWN,4000,HOMEIMPROVEMENT,10.62,0.15,9,649,Yes,0
27,male,Master,101511,6,RENT,20000,HOMEIMPROVEMENT,13.49,0.2,8,710,No,0
28,female,Bachelor,103033,4,RENT,20000,HOMEIMPROVEMENT,13.92,0.19,9,668,Yes,0
28,male,Master,102998,10,RENT,20000,HOMEIMPROVEMENT,13.92,0.19,9,622,Yes,0
33,female,Associate,102993,9,RENT,20000,DEBTCONSOLIDATION,15.27,0.19,10,662,Yes,0
27,female,Bachelor,103329,7,RENT,20000,PERSONAL,10.59,0.19,8,693,Yes,0
29,male,Master,88555,6,RENT,20000,HOMEIMPROVEMENT,11.83,0.23,9,669,No,0
29,male,High School,102952,7,RENT,20000,HOMEIMPROVEMENT,14.61,0.19,6,582,Yes,0
27,male,Bachelor,105315,3,RENT,20000,HOMEIMPROVEMENT,7.49,0.19,8,663,Yes,0
29,female,Bachelor,27613,8,OWN,8300,PERSONAL,5.42,0.3,7,668,No,0
27,female,Associate,106894,5,RENT,20000,DEBTCONSOLIDATION,10.38,0.19,7,520,No,0
30,female,Bachelor,108877,5,RENT,20000,DEBTCONSOLIDATION,11.99,0.18,9,695,Yes,0
27,male,Master,109155,4,RENT,20000,DEBTCONSOLIDATION,6.54,0.18,9,668,No,0
32,female,Associate,108909,10,RENT,20000,PERSONAL,13.22,0.18,6,629,Yes,0
29,male,Bachelor,111182,5,RENT,20000,DEBTCONSOLIDATION,13.72,0.18,10,673,No,0
32,female,High School,99025,10,RENT,20000,VENTURE,14.84,0.2,6,575,No,0
27,female,Bachelor,98925,7,RENT,20000,HOMEIMPROVEMENT,17.51,0.2,8,597,No,0
28,male,High School,27221,5,OWN,8000,EDUCATION,6.99,0.29,5,663,No,0
34,female,Associate,113469,14,RENT,20000,EDUCATION,15.31,0.18,5,612,No,0
27,male,Associate,27367,5,MORTGAGE,2500,EDUCATION,7.49,0.09,6,663,Yes,0
28,female,Bachelor,113397,5,RENT,20000,HOMEIMPROVEMENT,14.26,0.18,9,669,Yes,0
31,male,Doctorate,116217,5,RENT,20000,VENTURE,17.19,0.17,8,654,Yes,0
33,female,Bachelor,115669,15,RENT,20000,VENTURE,7.88,0.17,10,555,No,0
32,male,Bachelor,116057,12,RENT,20000,PERSONAL,14.42,0.17,9,736,Yes,0
31,male,Associate,116814,10,RENT,20000,HOMEIMPROVEMENT,10.95,0.17,9,629,Yes,0
29,male,Associate,26997,10,OWN,2400,PERSONAL,10.75,0.09,7,571,Yes,0
34,male,Associate,117852,13,RENT,20000,PERSONAL,13.22,0.17,7,676,No,0
33,female,Bachelor,118562,15,RENT,20000,EDUCATION,6.91,0.17,5,590,No,0
30,male,Bachelor,27467,4,OWN,2000,VENTURE,13.57,0.07,9,691,No,0
28,male,Bachelor,104518,6,RENT,20000,HOMEIMPROVEMENT,11.58,0.19,5,650,No,0
30,female,Associate,27354,6,OWN,6000,VENTURE,11.89,0.22,8,655,Yes,0
30,male,Associate,27789,7,MORTGAGE,5375,EDUCATION,12.21,0.19,9,685,Yes,0
31,female,Associate,120894,8,RENT,20000,HOMEIMPROVEMENT,12.42,0.17,9,599,Yes,0
27,female,Associate,121138,5,RENT,20000,MEDICAL,12.69,0.17,5,659,Yes,0
27,female,Associate,120878,7,RENT,20000,MEDICAL,11.12,0.17,9,451,Yes,0
29,female,High School,120990,8,RENT,20000,PERSONAL,13.98,0.17,6,642,No,0
29,female,High School,27725,4,OWN,8000,EDUCATION,8.59,0.29,9,571,Yes,0
33,female,High School,120882,9,RENT,20000,PERSONAL,11.01,0.17,7,538,Yes,0
28,male,Associate,27732,7,OWN,2500,HOMEIMPROVEMENT,11.49,0.09,5,692,Yes,0
31,male,Bachelor,122160,8,RENT,20000,DEBTCONSOLIDATION,7.9,0.16,10,610,No,0
32,male,Bachelor,121855,9,RENT,20000,PERSONAL,10.75,0.16,9,637,Yes,0
33,female,High School,107996,11,RENT,20000,PERSONAL,17.58,0.19,6,628,No,0
35,male,High School,27827,8,OWN,3775,PERSONAL,15.27,0.14,6,568,Yes,0
35,female,Master,123790,13,RENT,20000,HOMEIMPROVEMENT,13.85,0.16,10,651,Yes,0
28,female,Bachelor,27736,4,MORTGAGE,5725,VENTURE,14.79,0.21,9,584,No,0
27,male,Master,126745,3,RENT,20000,VENTURE,10.62,0.16,9,661,No,0
30,female,Bachelor,128404,7,RENT,20000,DEBTCONSOLIDATION,13.22,0.16,5,505,No,0
28,female,Bachelor,118758,6,RENT,20000,HOMEIMPROVEMENT,14.96,0.17,6,663,No,0
27,female,High School,118331,4,RENT,20000,HOMEIMPROVEMENT,16,0.17,8,612,No,0
30,male,Associate,132746,8,RENT,20000,VENTURE,14.11,0.15,5,717,Yes,0
29,male,Bachelor,121305,5,RENT,20000,VENTURE,17.06,0.16,8,546,No,0
30,female,Bachelor,138866,9,RENT,20000,DEBTCONSOLIDATION,11.11,0.14,7,643,Yes,0
27,male,High School,28299,9,MORTGAGE,2500,MEDICAL,10.99,0.09,10,562,Yes,0
31,male,Associate,124310,10,RENT,20000,VENTURE,18.17,0.16,5,689,No,0
29,male,Associate,139678,6,RENT,20000,EDUCATION,10.46,0.14,9,708,No,0
28,male,High School,108102,3,RENT,20000,MEDICAL,11.01,0.19,8,540,No,0
34,female,Master,144877,10,RENT,20000,VENTURE,13.8,0.14,7,657,Yes,0
27,male,High School,145019,4,RENT,20000,DEBTCONSOLIDATION,6.54,0.14,9,566,Yes,0
28,male,Associate,130170,9,RENT,20000,PERSONAL,15.31,0.15,7,664,No,0
28,female,Master,145029,5,RENT,20000,EDUCATION,14.26,0.14,7,582,Yes,0
27,female,Associate,151002,7,RENT,20000,DEBTCONSOLIDATION,9.25,0.13,8,704,Yes,0
35,female,Associate,136265,11,RENT,20000,DEBTCONSOLIDATION,11.01,0.15,7,591,No,0
32,female,Master,155893,8,RENT,20000,MEDICAL,11.01,0.13,10,705,No,0
33,female,Bachelor,156742,12,RENT,20000,EDUCATION,6.62,0.13,10,592,Yes,0
30,female,Master,121606,5,RENT,20000,MEDICAL,18.3,0.16,6,689,No,0
27,male,Bachelor,159429,5,RENT,20000,VENTURE,12.73,0.13,8,701,Yes,0
27,male,Associate,28837,4,OWN,5000,MEDICAL,11.48,0.17,8,622,Yes,0
34,male,Master,163132,11,RENT,20000,HOMEIMPROVEMENT,17.74,0.12,8,702,Yes,0
29,female,Associate,168898,8,RENT,20000,DEBTCONSOLIDATION,13.49,0.12,8,668,No,0
27,male,Master,168841,5,RENT,20000,EDUCATION,7.9,0.12,6,690,No,0
29,male,High School,168808,8,RENT,20000,PERSONAL,10,0.12,9,714,No,0
34,male,Associate,178937,13,RENT,20000,HOMEIMPROVEMENT,8.9,0.11,6,550,Yes,0
31,female,Associate,186923,9,RENT,20000,HOMEIMPROVEMENT,10.74,0.11,6,630,Yes,0
30,male,High School,188144,7,RENT,20000,EDUCATION,6.54,0.11,8,686,Yes,0
34,male,High School,178777,13,RENT,20000,HOMEIMPROVEMENT,11.01,0.11,6,674,No,0
31,female,Bachelor,28765,7,OWN,4500,PERSONAL,5.79,0.16,9,669,No,0
32,male,Associate,210954,8,RENT,20000,DEBTCONSOLIDATION,13.49,0.09,8,656,Yes,0
30,female,Associate,216924,11,RENT,20000,EDUCATION,14.22,0.09,10,701,No,0
28,male,Master,136409,3,RENT,19975,DEBTCONSOLIDATION,13.92,0.15,9,567,No,0
29,female,Associate,65132,5,RENT,19850,MEDICAL,11.01,0.3,7,637,No,0
34,female,Doctorate,28436,16,OWN,2500,PERSONAL,11.01,0.09,7,682,No,0
30,female,Associate,59940,6,RENT,19775,EDUCATION,12.42,0.33,10,698,No,0
33,female,Bachelor,22852,11,RENT,500,DEBTCONSOLIDATION,11.01,0.02,6,716,No,0
27,male,Associate,15286,6,RENT,725,DEBTCONSOLIDATION,7.37,0.05,6,631,No,0
32,female,Bachelor,15288,11,RENT,900,MEDICAL,10.28,0.06,5,657,No,0
30,female,Master,28243,5,RENT,950,MEDICAL,11.01,0.03,6,661,Yes,0
31,female,Associate,12980,8,RENT,1000,MEDICAL,11.01,0.08,10,644,No,0
27,female,High School,15158,4,RENT,1000,MEDICAL,14.91,0.07,8,680,No,0
33,male,Bachelor,15283,8,RENT,1000,EDUCATION,7.88,0.07,7,674,No,0
28,female,High School,15399,8,RENT,1000,HOMEIMPROVEMENT,16.32,0.06,9,669,No,0
29,female,Associate,15840,6,RENT,1000,EDUCATION,8.9,0.06,9,688,No,0
29,female,Master,18303,7,RENT,1000,EDUCATION,16.32,0.05,8,564,No,0
27,male,High School,21275,3,RENT,1000,VENTURE,7.29,0.05,5,673,Yes,0
28,female,Doctorate,22776,4,RENT,1000,PERSONAL,13.49,0.04,8,679,No,0
29,female,Bachelor,25062,6,RENT,1000,PERSONAL,10.65,0.04,10,695,Yes,0
35,male,High School,29267,10,OWN,5000,EDUCATION,15.33,0.17,9,648,Yes,0
30,female,Associate,44789,10,RENT,19000,EDUCATION,15.21,0.42,5,681,No,0
28,male,Bachelor,53713,6,RENT,19000,MEDICAL,16.82,0.35,8,651,No,0
31,female,Bachelor,63004,8,RENT,19000,EDUCATION,14.83,0.3,10,555,No,0
33,male,Master,68266,11,RENT,19000,VENTURE,15.68,0.28,5,679,No,0
27,male,Associate,29181,3,MORTGAGE,2000,PERSONAL,7.49,0.07,8,679,Yes,0
28,male,High School,70809,7,RENT,19000,HOMEIMPROVEMENT,14.09,0.27,8,672,No,0
30,female,Associate,29409,5,MORTGAGE,6100,MEDICAL,14.27,0.21,10,643,No,0
32,female,Master,78876,12,RENT,19000,MEDICAL,12.84,0.24,5,706,Yes,0
35,male,High School,79683,12,RENT,19000,HOMEIMPROVEMENT,11.14,0.24,7,614,Yes,0
29,female,Master,85760,5,RENT,19000,PERSONAL,6.54,0.22,9,682,Yes,0
29,female,Associate,101639,7,RENT,19000,PERSONAL,11.01,0.19,10,638,Yes,0
30,female,High School,73006,11,RENT,18950,PERSONAL,15.96,0.26,6,651,No,0
34,male,Bachelor,51385,10,RENT,18825,PERSONAL,7.9,0.37,10,701,No,0
30,female,Bachelor,29859,8,MORTGAGE,7000,DEBTCONSOLIDATION,6.62,0.23,10,680,Yes,0
32,male,Bachelor,72717,7,RENT,18800,VENTURE,9.99,0.26,7,658,No,0
34,male,Bachelor,115489,14,RENT,18600,VENTURE,13.57,0.16,7,712,No,0
28,female,Bachelor,120706,7,RENT,18600,DEBTCONSOLIDATION,14.26,0.15,8,670,No,0
27,female,Bachelor,29798,4,OWN,6000,PERSONAL,8.9,0.2,10,699,No,0
32,male,Associate,30178,10,OWN,5000,PERSONAL,16.29,0.17,9,671,No,0
28,male,Associate,61668,3,RENT,18500,VENTURE,16.02,0.3,6,608,No,0
30,male,High School,73008,8,RENT,18500,MEDICAL,12.99,0.25,5,658,No,0
27,female,Associate,72954,3,RENT,18500,DEBTCONSOLIDATION,10.99,0.25,5,681,No,0
33,male,Bachelor,75473,12,RENT,18500,EDUCATION,12.87,0.25,9,652,Yes,0
27,male,Associate,29889,5,OWN,6000,EDUCATION,11.01,0.2,7,573,Yes,0
31,female,High School,135311,12,RENT,18500,VENTURE,7.51,0.14,7,615,No,0
33,male,Associate,76425,9,RENT,18400,DEBTCONSOLIDATION,9.91,0.24,7,685,Yes,0
31,female,Bachelor,145978,8,RENT,18400,HOMEIMPROVEMENT,11.01,0.13,10,698,No,0
29,female,Associate,55023,8,RENT,18250,MEDICAL,14.27,0.33,6,654,No,0
35,male,Bachelor,29662,11,MORTGAGE,4000,DEBTCONSOLIDATION,7.49,0.13,7,657,No,0
30,female,Bachelor,29985,6,OWN,6000,VENTURE,11.01,0.2,9,584,No,0
29,female,Bachelor,38266,5,RENT,18000,DEBTCONSOLIDATION,10.75,0.47,7,647,No,0
29,female,Doctorate,51095,7,RENT,18000,PERSONAL,14.65,0.35,7,701,No,0
31,female,High School,29581,8,MORTGAGE,3000,VENTURE,7.49,0.1,10,588,Yes,0
29,female,Associate,29949,3,MORTGAGE,4000,EDUCATION,10.59,0.13,10,632,Yes,0
27,male,High School,29703,7,OWN,4000,EDUCATION,12.99,0.13,6,692,No,0
28,male,Doctorate,29760,5,MORTGAGE,9600,HOMEIMPROVEMENT,11.99,0.32,8,635,Yes,0
27,female,High School,54879,5,RENT,18000,PERSONAL,13.16,0.33,7,611,No,0
34,female,Associate,56102,11,RENT,18000,DEBTCONSOLIDATION,11.01,0.32,9,553,No,0
27,male,Associate,60851,6,RENT,18000,PERSONAL,8.49,0.3,9,661,No,0
32,male,High School,29802,10,OWN,2000,MEDICAL,7.29,0.07,6,631,No,0
34,male,Associate,61179,11,RENT,18000,PERSONAL,8.88,0.29,9,671,No,0
31,male,Bachelor,61266,8,RENT,18000,MEDICAL,13.48,0.29,9,611,No,0
27,female,Associate,29612,4,MORTGAGE,6250,PERSONAL,8.49,0.21,8,618,Yes,0
27,male,Associate,62708,4,RENT,18000,EDUCATION,14.96,0.29,8,693,No,0
34,male,Bachelor,62811,9,RENT,18000,HOMEIMPROVEMENT,13.85,0.29,10,683,No,0
29,male,Master,65537,8,RENT,18000,EDUCATION,10.99,0.27,6,674,No,0
32,female,High School,66752,11,RENT,18000,DEBTCONSOLIDATION,10.38,0.27,7,588,No,0
28,male,High School,29686,3,OWN,8000,PERSONAL,10.37,0.27,5,579,Yes,0
29,female,Bachelor,69230,6,RENT,18000,DEBTCONSOLIDATION,11.01,0.26,8,638,No,0
33,male,Master,72999,11,RENT,18000,HOMEIMPROVEMENT,8.49,0.25,5,659,Yes,0
30,female,Associate,29871,6,OWN,2500,VENTURE,7.29,0.08,6,522,Yes,0
28,male,Master,73382,7,RENT,18000,DEBTCONSOLIDATION,14.65,0.25,5,681,No,0
28,male,Associate,76675,8,RENT,18000,HOMEIMPROVEMENT,10.65,0.23,9,685,Yes,0
27,male,Associate,77568,1,RENT,18000,MEDICAL,11.11,0.23,8,644,Yes,0
30,female,High School,77921,6,RENT,18000,VENTURE,8.38,0.23,7,632,Yes,0
27,male,High School,71916,3,RENT,18000,PERSONAL,12.18,0.25,9,638,No,0
35,female,Master,80096,13,RENT,18000,HOMEIMPROVEMENT,9.99,0.22,8,606,Yes,0
33,female,High School,82417,10,RENT,18000,HOMEIMPROVEMENT,10.08,0.22,6,528,Yes,0
29,female,Bachelor,82456,9,RENT,18000,MEDICAL,10,0.22,9,718,No,0
27,male,High School,84875,5,RENT,18000,DEBTCONSOLIDATION,10.25,0.21,9,561,Yes,0
28,male,Bachelor,30228,5,MORTGAGE,1500,EDUCATION,7.14,0.05,10,645,No,0
28,male,High School,77862,6,RENT,18000,DEBTCONSOLIDATION,11.58,0.23,6,635,No,0
33,male,High School,85214,13,RENT,18000,EDUCATION,11.89,0.21,9,624,No,0
34,male,Bachelor,87468,12,RENT,18000,EDUCATION,15.95,0.21,8,633,Yes,0
33,female,Bachelor,81369,10,RENT,18000,HOMEIMPROVEMENT,13.11,0.22,7,576,No,0
31,female,Bachelor,91087,8,RENT,18000,HOMEIMPROVEMENT,8.9,0.2,6,679,Yes,0
34,female,Bachelor,29781,10,OWN,2400,HOMEIMPROVEMENT,13.98,0.08,9,653,No,0
34,male,High School,94282,11,RENT,18000,EDUCATION,8.9,0.19,9,583,Yes,0
30,female,Master,29363,9,OWN,7500,MEDICAL,7.88,0.26,9,708,No,0
28,male,Associate,96756,9,RENT,18000,HOMEIMPROVEMENT,10.59,0.19,10,567,No,0
28,male,Master,97125,6,RENT,18000,PERSONAL,11.49,0.19,6,630,Yes,0
27,male,Associate,97181,6,RENT,18000,VENTURE,10.39,0.19,8,643,No,0
28,female,Associate,99261,6,RENT,18000,DEBTCONSOLIDATION,10.99,0.18,6,539,Yes,0
27,female,Associate,29882,8,MORTGAGE,9200,DEBTCONSOLIDATION,11.01,0.31,9,608,Yes,0
33,male,Master,29617,11,MORTGAGE,6000,DEBTCONSOLIDATION,10.25,0.2,6,680,Yes,0
29,male,Bachelor,89735,6,RENT,18000,VENTURE,17.04,0.2,10,710,No,0
29,male,Associate,29566,5,MORTGAGE,10000,MEDICAL,11.01,0.34,6,653,Yes,0
28,female,Associate,107653,4,RENT,18000,PERSONAL,7.49,0.17,10,629,Yes,0
31,male,Bachelor,109052,11,RENT,18000,EDUCATION,12.42,0.17,8,640,Yes,0
31,male,Master,94681,8,RENT,18000,HOMEIMPROVEMENT,18.79,0.19,9,609,No,0
30,male,Master,109125,8,RENT,18000,MEDICAL,8.94,0.16,8,645,No,0
34,female,Bachelor,121719,12,RENT,18000,VENTURE,13.49,0.15,10,590,No,0
32,female,Bachelor,120927,10,RENT,18000,PERSONAL,11.01,0.15,5,548,Yes,0
27,female,Bachelor,121131,5,RENT,18000,VENTURE,7.88,0.15,5,686,Yes,0
30,male,Bachelor,122826,6,RENT,18000,HOMEIMPROVEMENT,12.18,0.15,7,653,Yes,0
31,male,Bachelor,123260,7,RENT,18000,MEDICAL,10,0.15,10,639,No,0
33,female,Master,108844,11,RENT,18000,PERSONAL,11.58,0.17,10,637,No,0
33,male,Master,124610,13,RENT,18000,PERSONAL,16.82,0.14,6,564,No,0
27,male,Master,132711,2,RENT,18000,VENTURE,9.91,0.14,5,694,Yes,0
31,female,High School,29760,10,OWN,1200,HOMEIMPROVEMENT,8.94,0.04,5,670,Yes,0
30,male,Bachelor,29477,7,MORTGAGE,6000,HOMEIMPROVEMENT,8.94,0.2,7,632,Yes,0
27,male,High School,159382,5,RENT,18000,DEBTCONSOLIDATION,8.49,0.11,9,647,Yes,0
27,male,Associate,124214,4,RENT,18000,MEDICAL,13.99,0.14,7,626,No,0
33,female,Master,169148,10,RENT,18000,DEBTCONSOLIDATION,11.01,0.11,9,591,Yes,0
30,male,Bachelor,211171,8,RENT,18000,EDUCATION,5.79,0.09,10,596,Yes,0
30,male,Bachelor,202369,7,RENT,18000,DEBTCONSOLIDATION,14.46,0.09,9,656,No,0
33,male,Bachelor,36778,8,RENT,17975,DEBTCONSOLIDATION,8.49,0.49,8,696,No,0
27,male,High School,30156,6,MORTGAGE,11000,VENTURE,11.01,0.36,6,608,Yes,0
34,female,High School,78766,15,RENT,17900,EDUCATION,7.9,0.23,8,603,Yes,0
27,female,Bachelor,29556,8,OWN,6000,VENTURE,12.53,0.2,9,717,Yes,0
28,male,High School,29920,4,MORTGAGE,5000,DEBTCONSOLIDATION,9.32,0.17,10,566,Yes,0
27,female,Associate,39586,8,RENT,17725,MEDICAL,11.49,0.45,8,617,No,0
31,female,Bachelor,127809,6,RENT,17700,DEBTCONSOLIDATION,10.99,0.14,6,644,Yes,0
27,male,Bachelor,46240,4,RENT,17625,VENTURE,12.69,0.38,7,668,No,0
34,male,Master,29908,7,MORTGAGE,2000,MEDICAL,9.2,0.07,7,630,Yes,0
29,male,Bachelor,93667,7,RENT,17600,MEDICAL,13.48,0.19,8,641,Yes,0
29,female,Bachelor,106805,3,RENT,17600,DEBTCONSOLIDATION,14.26,0.16,6,671,No,0
29,male,Bachelor,184636,6,RENT,17600,VENTURE,8.7,0.1,8,604,No,0
28,male,Associate,246870,7,RENT,17600,MEDICAL,13.23,0.07,10,588,Yes,0
28,female,High School,53843,7,RENT,17500,EDUCATION,11.01,0.33,10,599,No,0
28,male,Associate,54735,5,RENT,17500,MEDICAL,14.35,0.32,10,638,No,0
27,male,Associate,59313,4,RENT,17500,VENTURE,12.42,0.3,9,628,No,0
35,female,Associate,60939,14,RENT,17500,PERSONAL,12.84,0.29,5,700,No,0
27,female,Bachelor,30622,4,MORTGAGE,8500,PERSONAL,11.01,0.28,8,631,Yes,0
32,male,High School,30698,12,MORTGAGE,4800,MEDICAL,8.9,0.16,7,552,No,0
33,male,Bachelor,70433,9,RENT,17500,DEBTCONSOLIDATION,13.57,0.25,10,622,Yes,0
33,female,Bachelor,111878,13,RENT,17500,VENTURE,15.28,0.16,6,654,Yes,0
31,male,Associate,138220,7,RENT,17500,HOMEIMPROVEMENT,14.72,0.13,6,624,No,0
